"","FID","Year.x","CY","pixFAV","pixSAV","pixWat","percFAV","percSAV","percWat","spr1cy","spr2cy","spr3cy","pszsav","pszfav","uniqueID","SprTtlYrs","Orig_FID","Habitat","Stratum","index","SprayPolyAreaM2","Latitude","Longitude","RID","DBWsiteAreaM2","yr_corr","yr_rid","ttlX24D","ttlGlyph","cnt.rws","Year.y","AggHabitat","AggStratum"
"625",366,"2005",4,940,762,486,0.429616087751371,0.348263254113346,0.222120658135283,0,0,0,4032,3303,"366_2005",11,369,"Channel","SouthwestDelta",625,36931.14,37.91199,-121.517831,53,510134.69,"2004","2004_53",11,0,4,2004,"Channel","SouthwestDelta"
"626",367,"2005",4,2339,1113,853,0.543321718931475,0.258536585365854,0.198141695702671,0,0,0,11628,10908,"367_2005",11,370,"SlowShallows","SouthwestDelta",626,62295.54,37.909567,-121.514261,53,510134.69,"2004","2004_53",11,0,4,2004,"SlowShallows","SouthwestDelta"
"627",368,"2005",4,1306,1427,4840,0.172454773537568,0.188432589462564,0.639112636999868,0,0,0,6723,6822,"368_2005",11,371,"Channel","SouthwestDelta",627,110133.19,37.956672,-121.570702,92,1027642.92,"2004","2004_92",13.5,0,6,2004,"Channel","SouthwestDelta"
"628",369,"2005",4,646,2144,6071,0.0729037354700372,0.241959146823158,0.685137117706805,0,0,0,7020,1485,"369_2005",11,372,"Channel","SouthwestDelta",628,95099.94,37.958183,-121.568219,92,1027642.92,"2004","2004_92",13.5,0,6,2004,"Channel","SouthwestDelta"
"629",370,"2005",4,457,2656,2556,0.0806138648791674,0.468512965249603,0.450873169871229,0,0,0,13185,2097,"370_2005",13,373,"SlowShallows","SoutheastDelta",629,84138.17,38.074634,-121.467806,39,856625.28,"2004","2004_39",15.5,0,6,2004,"SlowShallows","SoutheastDelta"
"630",371,"2005",4,539,1108,1671,0.162447257383966,0.333936106088005,0.503616636528029,0,0,0,3897,10314,"371_2005",14,374,"Channel","SoutheastDelta",630,45828.48,38.104979,-121.491441,40,488482.44,"2004","2004_40",12.75,0,5,2004,"Channel","SoutheastDelta"
"631",372,"2005",2,83,832,3546,0.0186056937906299,0.186505267877158,0.794889038332212,0,0,0,5580,486,"372_2005",10,375,"Channel","SoutheastDelta",631,64431.12,38.089507,-121.525378,43,813851.11,"2004","2004_43",4,0,2,2004,"Channel","SoutheastDelta"
"632",373,"2005",4,950,1779,7561,0.0923226433430515,0.172886297376093,0.734791059280855,0,0,0,8181,8874,"373_2005",13,376,"Channel","SoutheastDelta",632,190498.21,38.083999,-121.542663,44,1119197.47,"2004","2004_44",9.75,0,4,2004,"Channel","SoutheastDelta"
"633",374,"2005",4,950,2075,5938,0.105991297556622,0.231507307821042,0.662501394622336,0,0,0,9342,10719,"374_2005",11,377,"Channel","SoutheastDelta",633,131880.75,38.084754,-121.557787,44,1119197.47,"2004","2004_44",9.75,0,4,2004,"Channel","SoutheastDelta"
"634",376,"2005",0,92,569,2349,0.0305647840531561,0.189036544850498,0.780398671096346,1,0,0,2808,3267,"376_2005",8,379,"Channel","SoutheastDelta",634,49469.57,38.088505,-121.534674,43,813851.11,"2004","2004_43",4,0,2,2004,"Channel","SoutheastDelta"
"635",378,"2005",1,50,413,6846,0.00684088110548639,0.0565056779313176,0.936653440963196,0,0,0,64926,45,"378_2005",9,381,"Channel","SoutheastDelta",635,109923.98,37.814405,-121.424595,73,360917.81,"2004","2004_73",12.5,0,5,2004,"Channel","SoutheastDelta"
"636",379,"2005",0,8,612,6577,0.00111157426705572,0.0850354314297624,0.913852994303182,0,0,0,63909,27,"379_2005",6,382,"SlowShallows","SoutheastDelta",636,142516.37,37.82002,-121.412659,82,251880.84,"2004","2004_82",NA,NA,NA,NA,"SlowShallows","SoutheastDelta"
"637",380,"2005",2,3476,5566,9924,0.183275334809659,0.293472529790151,0.52325213540019,0,0,0,81513,8361,"380_2005",13,383,"Channel","SoutheastDelta",637,337740.15,37.882427,-121.462571,48,176021.88,"2004","2004_48",28.25,0,12,2004,"Channel","SoutheastDelta"
"638",381,"2005",0,1801,3993,6350,0.148303689064559,0.328804347826087,0.522891963109354,1,0,0,52911,513,"381_2005",12,384,"Channel","SoutheastDelta",638,246246.9,37.888314,-121.442828,48,176021.88,"2004","2004_48",28.25,0,12,2004,"Channel","SoutheastDelta"
"639",382,"2005",0,24,796,1894,0.00884303610906411,0.293294030950626,0.69786293294031,1,0,0,2907,693,"382_2005",8,385,"Channel","SouthwestDelta",639,38820.91,37.909833,-121.56501,90,387951.59,"2004","2004_90",NA,NA,NA,NA,"Channel","SouthwestDelta"
"640",383,"2005",2,394,761,2315,0.113544668587896,0.219308357348703,0.667146974063401,0,0,0,4356,1296,"383_2005",8,386,"Channel","SouthwestDelta",640,32994.02,37.913422,-121.560173,55,197354.6,"2004","2004_55",4,0,2,2004,"Channel","SouthwestDelta"
"641",384,"2005",0,482,318,1218,0.238850346878097,0.157581764122894,0.603567888999009,3,0,0,4203,2025,"384_2005",10,387,"Channel","SouthwestDelta",641,24494,37.904616,-121.505518,52,420856.28,"2004","2004_52",5.5,0,2,2004,"Channel","SouthwestDelta"
"642",385,"2005",0,283,516,1215,0.14051638530288,0.256206554121152,0.603277060575968,3,0,0,4581,1566,"385_2005",11,388,"Channel","SouthwestDelta",642,33651.01,37.905823,-121.500101,52,420856.28,"2004","2004_52",5.5,0,2,2004,"Channel","SouthwestDelta"
"643",386,"2005",4,1862,4136,1516,0.247804099015172,0.550439180196966,0.201756720787863,0,0,0,23850,3015,"386_2005",11,389,"DeadendSlough","SouthwestDelta",643,116301.73,37.939349,-121.566909,91,777820.26,"2004","2004_91",5.25,0,2,2004,"SlowShallows","SouthwestDelta"
"644",387,"2005",0,902,1111,7421,0.0956116175535298,0.117765528937884,0.786622853508586,3,0,0,7632,2106,"387_2005",9,390,"Channel","SouthwestDelta",644,132013.88,37.952017,-121.530891,58,645061.58,"2004","2004_58",11.75,0,5,2004,"Channel","SouthwestDelta"
"645",388,"2005",4,122,1185,2873,0.0291866028708134,0.283492822966507,0.687320574162679,0,0,0,2412,1377,"388_2005",9,391,"Channel","SouthwestDelta",645,54578.92,37.953305,-121.526181,58,645061.58,"2004","2004_58",11.75,0,5,2004,"Channel","SouthwestDelta"
"646",389,"2005",1,846,1382,3696,0.142808912896691,0.233288318703579,0.62390276839973,0,0,0,7281,6444,"389_2005",10,392,"Channel","SouthwestDelta",646,88370.87,37.972786,-121.510985,60,1096611.75,"2004","2004_60",5.75,0,2,2004,"Channel","SouthwestDelta"
"647",391,"2005",4,481,981,5077,0.073558648111332,0.150022939287353,0.776418412601315,0,0,0,4968,3825,"391_2005",13,394,"Channel","SouthwestDelta",647,84912.56,37.959635,-121.529262,59,807797.04,"2004","2004_59",13.75,0,5,2004,"Channel","SouthwestDelta"
"648",392,"2005",4,251,492,2845,0.0699554069119287,0.137123745819398,0.792920847268673,0,0,0,2169,1980,"392_2005",10,395,"Channel","SouthwestDelta",648,46006.15,37.976356,-121.533872,66,862813.09,"2004","2004_66",11.25,0,4,2004,"Channel","SouthwestDelta"
"649",393,"2005",4,831,1460,3907,0.134075508228461,0.235559858018716,0.630364633752823,0,0,0,7479,4518,"393_2005",11,396,"Channel","SouthwestDelta",649,78583.4,37.983554,-121.531368,67,1913096.72,"2004","2004_67",15.25,0,6,2004,"Channel","SouthwestDelta"
"650",394,"2005",4,282,1072,2667,0.0701318080079582,0.266600348172096,0.663267843819945,0,0,0,8478,189,"394_2005",11,397,"Channel","SouthwestDelta",650,48175.99,37.999288,-121.524792,67,1913096.72,"2004","2004_67",15.25,0,6,2004,"Channel","SouthwestDelta"
"651",396,"2005",1,13,507,14994,0.000837952816810623,0.0326801598556143,0.966481887327575,0,0,0,10314,54,"396_2005",5,399,"Channel","SouthwestDelta",651,222616.18,37.971136,-121.492106,60,1096611.75,"2004","2004_60",5.75,0,2,2004,"Channel","SouthwestDelta"
"652",397,"2005",2,172,2352,3146,0.0303350970017637,0.414814814814815,0.554850088183422,0,0,0,11115,1296,"397_2005",12,400,"Channel","SouthwestDelta",652,75309.23,37.975509,-121.595034,97,476532.83,"2004","2004_97",18.25,0,7,2004,"Channel","SouthwestDelta"
"653",399,"2005",4,919,2968,5248,0.100602079912425,0.324904214559387,0.574493705528188,0,0,0,21222,5949,"399_2005",14,402,"SlowShallows","SoutheastDelta",653,136267.13,37.977391,-121.374484,10,927682.21,"2004","2004_10",7.25,0,4,2004,"SlowShallows","SoutheastDelta"
"654",400,"2005",4,615,2331,7572,0.0584711922418711,0.221620079863092,0.719908727895037,0,0,0,7083,4563,"400_2005",11,403,"Channel","SouthwestDelta",654,129969.05,37.993286,-121.576942,99,1889214.5,"2004","2004_99",28.5,0,11,2004,"Channel","SouthwestDelta"
"655",401,"2005",1,117,1230,4126,0.0213776722090261,0.224739630915403,0.753882696875571,0,0,0,4284,810,"401_2005",5,404,"SlowShallows","SouthwestDelta",655,65444.2,37.993653,-121.578267,99,1889214.5,"2004","2004_99",28.5,0,11,2004,"SlowShallows","SouthwestDelta"
"656",402,"2005",4,201,615,2262,0.0653021442495127,0.199805068226121,0.734892787524366,0,0,0,3078,648,"402_2005",10,405,"Channel","SouthwestDelta",656,36723.75,37.997921,-121.575387,99,1889214.5,"2004","2004_99",28.5,0,11,2004,"Channel","SouthwestDelta"
"657",403,"2005",4,790,561,1496,0.27748507200562,0.197049525816649,0.525465402177731,0,0,0,2034,5337,"403_2005",10,406,"SlowShallows","SouthwestDelta",657,48520.61,37.990182,-121.576558,99,1889214.5,"2004","2004_99",28.5,0,11,2004,"SlowShallows","SouthwestDelta"
"658",404,"2005",4,730,5419,1249,0.0986753176534198,0.732495268991619,0.168829413354961,0,0,0,58986,3861,"404_2005",10,407,"FloodedIsland","SouthwestDelta",658,76571.94,38.002263,-121.576267,99,1889214.5,"2004","2004_99",28.5,0,11,2004,"FloodedIsland","SouthwestDelta"
"659",405,"2005",4,21,332,1725,0.0101058710298364,0.159769008662175,0.830125120307988,0,0,0,3537,900,"405_2005",11,408,"Channel","SoutheastDelta",659,28427.21,38.015255,-121.457942,13,1804608.06,"2004","2004_13",22,0,8,2004,"Channel","SoutheastDelta"
"660",406,"2005",4,587,1432,3098,0.114715653703342,0.27985147547391,0.605432870822748,0,0,0,7326,648,"406_2005",10,409,"SlowShallows","LowerSJRiver",660,67886.51,38.021582,-121.709157,113,385525.84,"2004","2004_113",11,0,6,2004,"SlowShallows","LowerSJRiver"
"661",407,"2005",4,54,831,993,0.0287539936102236,0.442492012779553,0.528753993610224,0,0,0,6921,0,"407_2005",9,410,"Channel","LowerSJRiver",661,23083.38,38.020628,-121.687685,113,385525.84,"2004","2004_113",11,0,6,2004,"Channel","LowerSJRiver"
"662",408,"2005",1,239,917,1487,0.0904275444570564,0.346954218690882,0.562618236852062,0,0,0,7389,4464,"408_2005",9,411,"Channel","SouthwestDelta",662,35034.07,38.025825,-121.507053,15,2480455.72,"2004","2004_15",34.5,0,14,2004,"Channel","SouthwestDelta"
"663",409,"2005",1,350,586,3169,0.0852618757612667,0.142752740560292,0.771985383678441,0,0,0,5175,3951,"409_2005",8,412,"Channel","SouthwestDelta",663,44826.68,38.03101,-121.523264,69,1216046.95,"2004","2004_69",6.75,0,3,2004,"Channel","SouthwestDelta"
"664",410,"2005",0,166,1782,4385,0.0262119058897837,0.281383230696352,0.692404863413864,3,0,0,15930,450,"410_2005",11,413,"Channel","SouthwestDelta",664,84267.58,38.034867,-121.522638,69,1216046.95,"2004","2004_69",6.75,0,3,2004,"Channel","SouthwestDelta"
"665",411,"2005",0,1155,1644,7878,0.108176454060129,0.153975835908963,0.737847710030908,3,0,0,14679,2259,"411_2005",6,414,"Channel","SouthwestDelta",665,121584.97,38.040121,-121.528052,16,3742966.2,"2004","2004_16",21.25,0,9,2004,"Channel","SouthwestDelta"
"666",412,"2005",4,654,2822,270,0.174586225306994,0.753336892685531,0.0720768820074746,0,0,0,27873,4914,"412_2005",9,415,"FloodedIsland","LowerSJRiver",666,65683.19,38.046338,-121.529172,16,3742966.2,"2004","2004_16",21.25,0,9,2004,"FloodedIsland","LowerSJRiver"
"667",413,"2005",0,329,1101,4526,0.0552384150436535,0.184855607790463,0.759905977165883,0,2,0,6615,3096,"413_2005",3,416,"Channel","SouthwestDelta",667,85106.81,38.030805,-121.569092,101,1796195.6,"2004","2004_101",15.25,0,6,2004,"Channel","SouthwestDelta"
"668",414,"2005",1,14,519,1857,0.00585774058577406,0.217154811715481,0.776987447698745,0,0,0,3276,207,"414_2005",4,417,"Channel","SouthwestDelta",668,36556.87,38.034388,-121.569449,101,1796195.6,"2004","2004_101",15.25,0,6,2004,"Channel","SouthwestDelta"
"669",415,"2005",1,100,587,4113,0.0208333333333333,0.122291666666667,0.856875,0,0,0,4302,0,"415_2005",5,418,"Channel","SouthwestDelta",669,66002.76,38.028009,-121.562783,101,1796195.6,"2004","2004_101",15.25,0,6,2004,"Channel","SouthwestDelta"
"670",416,"2005",4,472,298,1290,0.229126213592233,0.144660194174757,0.62621359223301,0,0,0,3555,1350,"416_2005",6,419,"Channel","SouthwestDelta",670,29837.71,38.02171,-121.55904,101,1796195.6,"2004","2004_101",15.25,0,6,2004,"Channel","SouthwestDelta"
"671",417,"2005",0,244,607,1732,0.0944638017808749,0.234998064266357,0.670538133952768,3,0,0,4446,1872,"417_2005",6,420,"Channel","SouthwestDelta",671,31594.28,38.042597,-121.578759,103,1247251.46,"2004","2004_103",7.25,0,3,2004,"Channel","SouthwestDelta"
"672",418,"2005",0,857,783,2255,0.22002567394095,0.201026957637997,0.578947368421053,3,0,0,8199,4311,"418_2005",6,421,"Channel","SouthwestDelta",672,49853.92,38.034959,-121.579146,103,1247251.46,"2004","2004_103",7.25,0,3,2004,"Channel","SouthwestDelta"
"673",419,"2005",4,4,558,879,0.00277585010409438,0.387231089521166,0.60999306037474,0,0,0,7893,414,"419_2005",15,422,"Channel","SoutheastDelta",673,18222.18,38.044507,-121.391731,31,322723.87,"2004","2004_31",28.25,0,11,2004,"Channel","SoutheastDelta"
"674",420,"2005",3,364,6366,15263,0.016550720683854,0.289455735915973,0.693993543400173,0,0,0,16092,6390,"420_2005",6,423,"Channel","LowerSJRiver",674,280706.65,38.070773,-121.682654,23,3367096.75,"2004","2004_23",10.25,0,4,2004,"Channel","LowerSJRiver"
"675",421,"2005",0,173,1992,6967,0.0189443714410863,0.218134034165572,0.762921594393342,0,0,0,6597,9081,"421_2005",5,424,"Channel","LowerSJRiver",675,140971.51,38.092352,-121.668976,21,4992557.19,"2004","2004_21",NA,NA,NA,NA,"Channel","LowerSJRiver"
"676",422,"2005",4,457,3709,3423,0.0602187376465938,0.488733693503755,0.451047568849651,0,0,0,8802,14535,"422_2005",9,425,"Channel","SouthwestDelta",676,133434.9,38.081584,-121.647991,106,425902.21,"2004","2004_106",9,0,3,2004,"Channel","SouthwestDelta"
"677",423,"2005",4,494,2026,4164,0.0739078396169958,0.303111909036505,0.622980251346499,0,0,0,6660,3510,"423_2005",7,426,"Channel","SouthwestDelta",677,75183.27,38.069858,-121.58037,104,850987.45,"2004","2004_104",9.75,0,4,2004,"Channel","SouthwestDelta"
"678",424,"2005",4,349,3818,5909,0.0346367606192934,0.378920206431123,0.586443032949583,0,0,0,15390,7119,"424_2005",11,427,"Channel","SouthwestDelta",678,120206.06,38.067091,-121.578048,104,850987.45,"2004","2004_104",9.75,0,4,2004,"Channel","SouthwestDelta"
"679",425,"2005",1,900,1700,369,0.303132367800606,0.572583361401145,0.124284270798249,0,0,0,5031,14283,"425_2005",8,428,"Channel","LowerSJRiver",679,43151.56,38.070613,-121.569894,104,850987.45,"2004","2004_104",9.75,0,4,2004,"Channel","LowerSJRiver"
"680",426,"2005",0,757,1463,2923,0.147190355823449,0.284464320435543,0.568345323741007,0,1,0,7164,4554,"426_2005",8,429,"SlowShallows","LowerSJRiver",680,63025.92,38.06745,-121.563138,17,3408395.2,"2004","2004_17",5,0,3,2004,"SlowShallows","LowerSJRiver"
"681",427,"2005",1,286,1118,6655,0.0354882739794019,0.138726889192207,0.825784836828391,0,0,0,3915,6606,"427_2005",9,430,"Channel","LowerSJRiver",681,111179.01,38.095911,-121.587215,19,3126152.92,"2004","2004_19",11.25,0,4,2004,"Channel","LowerSJRiver"
"682",430,"2005",0,362,23,0,0.94025974025974,0.0597402597402597,0,0,2,0,72,4923,"430_2005",3,433,"SlowShallows","LowerSJRiver",682,16742.27,38.119034,-121.661286,20,504787.23,"2004","2004_20",12.25,0,5,2004,"SlowShallows","LowerSJRiver"
"683",433,"2005",0,210,297,10539,0.0190114068441065,0.0268875611080934,0.9541010320478,0,0,0,1962,738,"433_2005",1,436,"Channel","CacheSlLibertyIs",683,119094.16,38.247689,-121.706774,281,539790.55,"2004","2004_281",NA,NA,NA,NA,"Channel","NorthDelta"
"684",434,"2005",0,11,106,1954,0.00531144374698213,0.0511830033800097,0.943505552873008,0,0,0,882,117,"434_2005",3,437,"SlowShallows","CacheSlLibertyIs",684,28884.86,38.254786,-121.694253,272,1320022.84,"2004","2004_272",5,0,2,2004,"SlowShallows","NorthDelta"
"685",435,"2005",1,39,122,4729,0.00797546012269939,0.0249488752556237,0.967075664621677,0,0,0,972,1566,"435_2005",6,438,"FloodedIsland","CacheSlLibertyIs",685,53505.36,38.266439,-121.668237,267,5786118.91,"2004","2004_267",10.25,0,4,2004,"FloodedIsland","NorthDelta"
"686",437,"2005",4,376,4462,955,0.0649059209390644,0.770239944760918,0.164854134300017,0,0,0,18306,585,"437_2005",9,440,"DeadendSlough","SouthwestDelta",686,132103.46,38.005354,-121.678068,112,725929.62,"2004","2004_112",29.5,0,14,2004,"SlowShallows","SouthwestDelta"
"687",438,"2005",1,1931,4276,940,0.27018329368966,0.598292990065762,0.131523716244578,0,0,0,11916,32202,"438_2005",8,441,"FloodedIsland","LowerSacRiver",687,88768.21,38.030249,-121.77259,120,4983618.85,"2004","2004_120",18.25,0,9,2004,"FloodedIsland","NorthDelta"
"688",439,"2005",0,408,291,5836,0.0624330527926549,0.0445294567712318,0.893037490436113,0,0,0,5346,11007,"439_2005",0,442,"FloodedIsland","NortheastDelta",688,107766.83,38.430334,-121.492211,237,415148.66,"2004","2004_237",0.5,6.01,9,2004,"FloodedIsland","NorthDelta"
"689",440,"2005",0,882,4953,801,0.132911392405063,0.746383363471971,0.120705244122966,0,0,0,9063,8766,"440_2005",0,443,"SlowShallows","NortheastDelta",689,124891.73,38.431228,-121.541193,248,860570.6,"2004","2004_248",NA,NA,NA,NA,"SlowShallows","NorthDelta"
"690",441,"2005",4,348,168,1144,0.209638554216867,0.101204819277108,0.689156626506024,0,0,0,8001,3699,"441_2005",11,444,"SlowShallows","SoutheastDelta",690,44861.75,38.045046,-121.37318,31,322723.87,"2004","2004_31",28.25,0,11,2004,"SlowShallows","SoutheastDelta"
"691",442,"2005",4,31,919,1764,0.0114222549742078,0.33861459100958,0.649963154016212,0,0,0,20997,1251,"442_2005",13,445,"SlowShallows","SoutheastDelta",691,34680.36,38.045237,-121.448989,32,1348106,"2004","2004_32",55,0,20,2004,"SlowShallows","SoutheastDelta"
"692",443,"2005",4,91,3974,2123,0.0147058823529412,0.642210730446025,0.343083387201034,0,0,0,44406,1908,"443_2005",14,446,"SlowShallows","SoutheastDelta",692,89420.75,38.04992,-121.451392,32,1348106,"2004","2004_32",55,0,20,2004,"SlowShallows","SoutheastDelta"
"693",444,"2005",0,620,3368,4931,0.0695145195649736,0.377620809507792,0.552864670927234,0,2,0,30933,3888,"444_2005",1,447,"FloodedIsland","SouthwestDelta",693,90550.61,38.045858,-121.647136,107,782604.31,"2004","2004_107",12.25,0,6,2004,"FloodedIsland","SouthwestDelta"
"694",445,"2005",0,165,3717,239,0.0400388255277845,0.901965542344091,0.0579956321281242,0,2,0,35469,927,"445_2005",0,448,"FloodedIsland","SouthwestDelta",694,46897.97,38.048408,-121.63357,105,1822957.28,"2004","2004_105",5.75,0,2,2004,"FloodedIsland","SouthwestDelta"
"695",446,"2005",0,64,362,4486,0.0130293159609121,0.0736970684039088,0.913273615635179,3,0,0,4185,783,"446_2005",1,449,"Channel","LowerSJRiver",695,57437.15,38.041155,-121.493122,15,2480455.72,"2004","2004_15",34.5,0,14,2004,"Channel","LowerSJRiver"
"696",447,"2005",1,265,640,1656,0.103475204998048,0.249902381882077,0.646622413119875,0,0,0,2475,630,"447_2005",8,450,"Channel","SouthwestDelta",696,31028.39,38.065046,-121.581616,104,850987.45,"2004","2004_104",9.75,0,4,2004,"Channel","SouthwestDelta"
"697",450,"2005",4,6,989,3196,0.00143163922691482,0.235981865903126,0.762586494869959,0,0,0,8379,1548,"450_2005",13,453,"Channel","SoutheastDelta",697,52910.81,38.045921,-121.474267,33,547745.97,"2004","2004_33",20.5,0,8,2004,"Channel","SoutheastDelta"
"698",451,"2005",0,2502,621,4223,0.340593520283147,0.0845358017968963,0.574870677919956,0,0,0,5670,29376,"451_2005",0,454,"FloodedIsland","CacheSlLibertyIs",698,182492.93,38.326775,-121.681886,275,930733.51,"2004","2004_275",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"699",452,"2005",0,2566,343,3010,0.433519175536408,0.0579489778678831,0.508531846595709,0,0,0,9270,25470,"452_2005",0,455,"FloodedIsland","CacheSlLibertyIs",699,121515.29,38.323045,-121.681424,275,930733.51,"2004","2004_275",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"700",454,"2005",0,130,12,3403,0.0366713681241185,0.00338504936530324,0.959943582510578,0,0,0,783,1287,"454_2005",0,457,"FloodedIsland","CacheSlLibertyIs",700,42060.66,38.296682,-121.68438,270,6970384.44,"2004","2004_270",8,0,3,2004,"FloodedIsland","NorthDelta"
"701",455,"2005",0,28,434,6691,0.00391444149307983,0.0606738431427373,0.935411715364183,0,0,0,5652,1611,"455_2005",0,458,"FloodedIsland","CacheSlLibertyIs",701,138794.92,38.298491,-121.687512,270,6970384.44,"2004","2004_270",8,0,3,2004,"FloodedIsland","NorthDelta"
"702",456,"2005",4,171,1262,7147,0.0199300699300699,0.147086247086247,0.832983682983683,0,0,0,6804,1179,"456_2005",10,459,"SlowShallows","SouthwestDelta",702,116590.51,37.977585,-121.576534,98,948769.45,"2004","2004_98",22,0,9,2004,"SlowShallows","SouthwestDelta"
"703",457,"2005",0,1239,0,0,1,0,0,0,2,0,0,12852,"457_2005",0,460,"SlowShallows","SoutheastDelta",703,28382.4,38.036304,-121.482579,14,1686039.45,"2004","2004_14",14.75,0,6,2004,"SlowShallows","SoutheastDelta"
